Vector DB,Embedding Type,Chunk Size,Overlap,Speed (s),Memory (MB),Total Chunks,Resulting Documents
redis,nomic-embed-text,200,50,60.35494804382324,1.549793,785,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::12.6. B-Trees  CS3 Data Structures & Algorithms.pdf_page_0_chunk_as LRU. Figure 12.6.1 shows a B-tree of order four. Each node contains up to three keys, and internal nodes have up to four children. Figure 12.6.1: A B-tree of order four. Search in a B-tree is a generalization of search in a 2-3 tree. It is an alternating two-step process, beginning with the root node of the B- tree. 1. Perform a binary search on the records in the current node. If a record with the search key is found, then return that record. If the current node is a leaf node and the key is not found, then report an unsuccessful search. m m/2 m 24 15 20 33 45 48 10 12 18 21 23 30 30 38 47 50 52 60 - 0.244145333767
doc::12.6. B-Trees  CS3 Data Structures & Algorithms.pdf_page_3_chunk_children. Search in a tree is nearly identical to search in a regular B-tree, except that the search must always continue to the proper leaf node. Even if the search-key value is found in an internal node, this is only a placeholder and does not provide access to the actual record. Here is a pseudocode sketch of the tree search algorithm. private E findhelp(BPNode<Key,E> rt, Key k) { int currec = binaryle(rt.keys(), rt.numrecs(), k); if (rt.isLeaf()) { if ((((BPLeaf<Key,E>)rt).keys())[currec] == k) { << < > >> Example 2-3+ Tree Visualization: Delete 22 71 46 65 51 2 3+ B+ B+ B+ 1 / 10 << < > >> Example B+ Tree Visualization: Search in a tree of degree 4 10 S 18 E 40 Q 55 F 25 40 77 A 89 B 98 A 127 V 25 T 39 F 98 77 B+ B+ - 0.251344740391"
redis,nomic-embed-text,200,100,425.41810369491577,1.58624,977,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
redis,nomic-embed-text,500,0,42.48070478439331,1.430386,507,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
redis,nomic-embed-text,500,50,42.52603507041931,1.416807,508,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
redis,nomic-embed-text,500,100,42.52036929130554,1.45234,512,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
redis,nomic-embed-text,1000,0,41.39843511581421,1.469716,498,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
redis,nomic-embed-text,1000,50,42.457967042922974,1.465253,498,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
redis,nomic-embed-text,1000,100,42.82764792442322,1.415378,498,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
mongo,nomic-embed-text,200,0,72.79920315742493,2.191354,647,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
mongo,nomic-embed-text,200,50,85.07563018798828,1.76823,785,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
mongo,nomic-embed-text,200,100,110.58854675292969,1.81634,977,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
mongo,nomic-embed-text,500,0,52.321682929992676,1.499146,507,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
mongo,nomic-embed-text,500,50,53.029934883117676,1.554009,508,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
mongo,nomic-embed-text,500,100,53.360636949539185,1.526107,512,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
mongo,nomic-embed-text,1000,0,52.19259285926819,1.614417,498,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
